Reference,Zenon,World Cat,Zotero,Findspot,Geonames ,Pleiades,Lat,Long,ARCH coin type,Mint,Nomisma mint ID ,Mint uncertain?,Mint Lat,Mint Long,Mint 2 Nomisma ID,Authority,Find Region,Metal,Site type,Getty vocabulary 1,Getty vocabulary 2,Production From Date,Production To Date
,nmo:hasReferenceWork,nmo:hasReferenceWork,nmo:hasReferenceWork,nmo:hasFindspot,nmo:hasFindspot,nmo:hasFindspot,,,nmo:TypeSeriesItem,nmo:hasMint,nmo:hasMint,,,,nmo:hasMint,nmo:hasAuthority,nmo:hasFindspot,nmo:hasMaterial,,,,nmo:hasStartDate,nmo:hasEndDate
Ekici (2013) no. 18,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bd,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 19,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bd,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 20,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bd,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 21,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bd,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 22,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bd,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 23,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bd,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 24,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bd,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 25,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bd,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 26,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bd,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 27,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bd,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 28,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 29,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 30,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 31,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 32,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 33,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 34,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 35,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 36,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 37,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 38,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 39,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_be,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 40,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 41,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 42,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 43,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 44,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 45,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 46,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 47,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 48,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 49,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 50,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 51,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 52,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 53,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 54,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 55,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 56,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 57,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 58,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_bf,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 59,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 60,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 61,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 62,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 63,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 64,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 65,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 66,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 67,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 68,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 69,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 70,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 71,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 72,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 73,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 74,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 75,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 76,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 77,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
Ekici (2013) no. 78,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/RZBX6AL6/library,Lagina Stratoniceia,,https://pleiades.stoa.org/places/599747,37.37814555,28.03948432,https://greekcoinage.org/iris/id/stratoniceia_meadows_2002_group_ab,Stratoniceia,http://nomisma.org/id/stratoniceia,,37.313829,28.059198,,,Caria,http://nomisma.org/id/ae,Sanctuary,http://vocab.getty.edu/aat/300391482,,150,90
