Reference,Zenon,World Cat,Zotero,Findspot,Geonames ,Pleiades,Lat,Long,ARCH coin type,Mint,Nomisma mint ID ,Mint uncertain?,Mint Lat,Mint Long,Mint 2 Nomisma ID,Authority,Find Region,Metal,Site type,Getty vocabulary 1,Getty vocabulary 2,Production From Date,Production To Date
,nmo:hasReferenceWork,nmo:hasReferenceWork,nmo:hasReferenceWork,nmo:hasFindspot,nmo:hasFindspot,nmo:hasFindspot,,,nmo:TypeSeriesItem,nmo:hasMint,nmo:hasMint,,,,nmo:hasMint,nmo:hasAuthority,nmo:hasFindspot,nmo:hasMaterial,,,,nmo:hasStartDate,nmo:hasEndDate
Pohl (1994) Neandria no. 1,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,https://www.corpus-nummorum.eu/types/5127,Neandria,http://nomisma.org/id/neandria,,39.719741,26.270341,,,Troad,http://nomisma.org/id/ae,,,,350,310
Pohl (1994) Neandria no. 2,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,https://www.corpus-nummorum.eu/types/5095,Neandria,http://nomisma.org/id/neandria,,39.719741,26.270341,,,Troad,http://nomisma.org/id/ae,,,,350,310
Pohl (1994) Neandria no. 3,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,https://www.corpus-nummorum.eu/types/5127,Neandria,http://nomisma.org/id/neandria,,39.719741,26.270341,,,Troad,http://nomisma.org/id/ae,,,,350,310
Pohl (1994) Neandria no. 4,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,https://www.corpus-nummorum.eu/types/5127,Neandria,http://nomisma.org/id/neandria,,39.719741,26.270341,,,Troad,http://nomisma.org/id/ae,,,,350,310
Pohl (1994) Neandria no. 5,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,https://www.corpus-nummorum.eu/types/5095,Neandria,http://nomisma.org/id/neandria,,39.719741,26.270341,,,Troad,http://nomisma.org/id/ae,,,,350,310
Pohl (1994) Neandria no. 6,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,https://www.corpus-nummorum.eu/types/5095,Neandria,http://nomisma.org/id/neandria,,39.719741,26.270341,,,Troad,http://nomisma.org/id/ae,,,,350,310
Pohl (1994) Neandria no. 7,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,,Neandria,http://nomisma.org/id/neandria,,39.719741,26.270341,,,Troad,http://nomisma.org/id/ae,,,,,
Pohl (1994) Neandria no. 8,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,https://www.corpus-nummorum.eu/types/3865,Dardanus,http://nomisma.org/id/dardanus,,40.079727,26.37442,,,Troad,http://nomisma.org/id/ae,,,,375,300
Pohl (1994) Neandria no. 9,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,https://www.corpus-nummorum.eu/types/5373,Sigeum,http://nomisma.org/id/sigeum,,39.993701,26.184284,,,Troad,http://nomisma.org/id/ae,,,,350,300
Pohl (1994) Neandria no. 11,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,https://www.corpus-nummorum.eu/types/19753,Gambrium,http://nomisma.org/id/gambrium,,39.0910834,27.3204017,,,Troad,http://nomisma.org/id/ae,,,,350,300
Pohl (1994) Neandria no. 12,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,,Gambrium,http://nomisma.org/id/gambrium,TRUE,39.0910834,27.3204017,,,Troad,http://nomisma.org/id/ae,,,,350,350
Pohl (1994) Neandria no. 13,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Neandria,,https://pleiades.stoa.org/places/550772,39.72369396,26.27322157,,Dardanus,http://nomisma.org/id/dardanus,,40.079727,26.37442,,,Troad,http://nomisma.org/id/ae,,,,400,300
Pohl (1994) Alexandria Troas no. 1,https://zenon.dainst.org/Record/000183780,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/DP76W38L/library,Alexandria Troas,,https://pleiades.stoa.org/places/550434,39.7516571,26.15755952,https://www.corpus-nummorum.eu/types/21124,Alexandreia Troas,http://nomisma.org/id/alexandreia_troas,,39.7516571,26.15755952,,,Troad,http://nomisma.org/id/ae,,,,95,85
Lenger (2012) no. 1,,https://search.worldcat.org/title/9973852167?oclcNum=9973852167,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/23D7JU7Z/library,Tium,,https://pleiades.stoa.org/places/845084,41.558273,32.055366,https://greekcoinage.org/iris/id/amisus.waddington.1925.36,Amisus,http://nomisma.org/id/amisus,,41.292721,36.3313,,,Bithynia,http://nomisma.org/id/ae,,,,125,100
Lenger (2012) no. 2,,https://search.worldcat.org/title/9973852167?oclcNum=9973852167,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/23D7JU7Z/library,Tium,,https://pleiades.stoa.org/places/845084,41.558273,32.055366,https://greekcoinage.org/iris/id/sesamus.waddington.1925.1-2,Sesamus,http://nomisma.org/id/sesamus,,41.746969,32.385648,,,Bithynia,http://nomisma.org/id/ae,,,,330,300
Lenger (2012) no. 3,,https://search.worldcat.org/title/9973852167?oclcNum=9973852167,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/23D7JU7Z/library,Tium,,https://pleiades.stoa.org/places/845084,41.558273,32.055366,https://greekcoinage.org/iris/id/bithynian.kings.waddington.1908.17,,,TRUE,,,,http://nomisma.org/id/bithynian_kingdom,Bithynia,http://nomisma.org/id/ae,,,,230,183
Lenger (2012) no. 4,,https://search.worldcat.org/title/9973852167?oclcNum=9973852167,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/23D7JU7Z/library,Tium,,https://pleiades.stoa.org/places/845084,41.558273,32.055366,https://greekcoinage.org/iris/id/bithynian.kings.waddington.1908.25,,,TRUE,,,,http://nomisma.org/id/bithynian_kingdom,Bithynia,http://nomisma.org/id/ae,,,,183,149
Lenger (2012) no. 5,,https://search.worldcat.org/title/9973852167?oclcNum=9973852167,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/23D7JU7Z/library,Tium,,https://pleiades.stoa.org/places/845084,41.558273,32.055366,,Tium,http://nomisma.org/id/tium,,41.558273,32.055366,,,Bithynia,http://nomisma.org/id/ae,,,,400,200
Lenger (2012) no. 6,,https://search.worldcat.org/title/9973852167?oclcNum=9973852167,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/23D7JU7Z/library,Tium,,https://pleiades.stoa.org/places/845084,41.558273,32.055366,https://greekcoinage.org/iris/id/tium.waddington.1912.4,Tium,http://nomisma.org/id/tium,,41.558273,32.055366,,,Bithynia,http://nomisma.org/id/ae,,,,400,200
Lenger (2012) no. 7,,https://search.worldcat.org/title/9973852167?oclcNum=9973852167,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/23D7JU7Z/library,Tium,,https://pleiades.stoa.org/places/845084,41.558273,32.055366,https://greekcoinage.org/iris/id/tium.waddington.1912.4,Tium,http://nomisma.org/id/tium,,41.558273,32.055366,,,Bithynia,http://nomisma.org/id/ae,,,,400,200
Tekin and Erol-Özdizbay (2012) no. 1,,https://search.worldcat.org/title/903599543?oclcNum=903599543,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/P25Z3DQU/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/265,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,263,214
Tekin and Erol-Özdizbay (2012) no. 2,,https://search.worldcat.org/title/903599543?oclcNum=903599543,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/P25Z3DQU/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/296,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,100,30
Tekin and Erol-Özdizbay (2012) no. 3,,https://search.worldcat.org/title/903599543?oclcNum=903599543,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/P25Z3DQU/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/290,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,133,90
Tekin and Erol-Özdizbay (2012) no. 4,,https://search.worldcat.org/title/903599543?oclcNum=903599543,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/P25Z3DQU/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/295,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,80,10
Tekin and Erol-Özdizbay (2012) no. 5,,https://search.worldcat.org/title/903599543?oclcNum=903599543,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/P25Z3DQU/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/295,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,80,10
Tekin and Erol-Özdizbay (2012) no. 6,,https://search.worldcat.org/title/903599543?oclcNum=903599543,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/P25Z3DQU/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/290,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,133,90
Tekin and Erol-Özdizbay (2012) no. 7,,https://search.worldcat.org/title/903599543?oclcNum=903599543,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/P25Z3DQU/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2013) no. 1,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/XDA9JSDF/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://greekcoinage.org/iris/id/elaea_bmc_6,Elaea,http://nomisma.org/id/elaea,,38.941644,27.055256,,,Mysia,http://nomisma.org/id/ae,,,,350,250
Tekin and Erol-Özdizbay (2013) no. 2,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/XDA9JSDF/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://greekcoinage.org/iris/id/mytilene_babelon_1910_2252,Mytilene,http://nomisma.org/id/mytilene,,39.104812,26.552371,,,Mysia,http://nomisma.org/id/ae,,,,350,300
Tekin and Erol-Özdizbay (2013) no. 3,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/XDA9JSDF/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://www.corpus-nummorum.eu/types/19756,Gambrium,http://nomisma.org/id/gambrium,,39.0910834,27.3204017,,,Mysia,http://nomisma.org/id/ae,,,,350,300
Tekin and Erol-Özdizbay (2013) no. 4,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/XDA9JSDF/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/291,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,133,90
Tekin and Erol-Özdizbay (2014) no. 1,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2F28Y8ET/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_iii,Cyme,http://nomisma.org/id/cyme_aeolis,,38.761848,26.942154,,,Mysia,http://nomisma.org/id/ae,,,,300,250
Tekin and Erol-Özdizbay (2014) no. 2,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2F28Y8ET/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://greekcoinage.org/iris/id/lesbos_babelon_1907_607-8,,,TRUE,,,,,Mysia,http://nomisma.org/id/billon,,,,525,480
Tekin and Erol-Özdizbay (2014) no. 3,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2F28Y8ET/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/291,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,133,90
Tekin and Erol-Özdizbay (2014) no. 4,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2F28Y8ET/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/295,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,80,10
Tekin and Erol-Özdizbay (2014) no. 5,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2F28Y8ET/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2014) no. 6,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2F28Y8ET/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2014) no. 7,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2F28Y8ET/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2014) no. 8,,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2F28Y8ET/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2016) no. 1,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/297,Atarneus,http://nomisma.org/id/atarneus,,39.093987,26.927974,,,Mysia,http://nomisma.org/id/ae,,,,350,350
Tekin and Erol-Özdizbay (2016) no. 2,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/309,Atarneus,http://nomisma.org/id/atarneus,,39.093987,26.927974,,,Mysia,http://nomisma.org/id/ae,,,,300,200
Tekin and Erol-Özdizbay (2016) no. 3,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/275,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,270,214
Tekin and Erol-Özdizbay (2016) no. 4,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/265,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,263,214
Tekin and Erol-Özdizbay (2016) no. 5,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/265,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,263,214
Tekin and Erol-Özdizbay (2016) no. 6,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/265,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,263,214
Tekin and Erol-Özdizbay (2016) no. 7,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/264,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,214,133
Tekin and Erol-Özdizbay (2016) no. 8,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/291,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,133,90
Tekin and Erol-Özdizbay (2016) no. 9,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/290,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,133,90
Tekin and Erol-Özdizbay (2016) no. 10,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/296,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,100,30
Tekin and Erol-Özdizbay (2016) no. 11,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://corpus-nummorum.eu/parenttypes/296,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Mysia,http://nomisma.org/id/ae,,,,100,30
Tekin and Erol-Özdizbay (2016) no. 12,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://greekcoinage.org/iris/id/aegae_aeolis.bmc.2,Aegae Aeolis,http://nomisma.org/id/aegae_aeolis,,38.820323,27.174421,,,Mysia,http://nomisma.org/id/ae,,,,200,150
Tekin and Erol-Özdizbay (2016) no. 13,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://greekcoinage.org/iris/id/cyme_aeolis_babelon_1910_2063,Cyme,http://nomisma.org/id/cyme_aeolis,,38.761848,26.942154,,,Mysia,http://nomisma.org/id/ae,,,,350,350
Tekin and Erol-Özdizbay (2016) no. 14,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_iii,Cyme,http://nomisma.org/id/cyme_aeolis,,38.761848,26.942154,,,Mysia,http://nomisma.org/id/ae,,,,300,250
Tekin and Erol-Özdizbay (2016) no. 15,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,https://greekcoinage.org/iris/id/elaea_bmc_20-7,Elaea,http://nomisma.org/id/elaea,,38.941644,27.055256,,,Mysia,http://nomisma.org/id/ae,,,,150,30
Tekin and Erol-Özdizbay (2016) no. 16,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,http://nomisma.org/id/seleucid_dynasty,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2016) no. 17,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2016) no. 18,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2016) no. 19,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2016) no. 20,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2016) no. 21,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2016) no. 22,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Tekin and Erol-Özdizbay (2016) no. 23,https://zenon.dainst.org/Record/001504650,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/2727MJSS/library,Allianoi,,https://pleiades.stoa.org/places/550793,39.23235202,27.30461319,,,,TRUE,,,,,Mysia,http://nomisma.org/id/ae,,,,,
Ünal (2009) no. 1,https://zenon.dainst.org/Record/000876128,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/B6ZGWJVS/library,Cyme ,,https://pleiades.stoa.org/places/550506,38.76019282,26.93831936,http://numismatics.org/pella/id/price.1769,Colophon,http://nomisma.org/id/colophon,TRUE,37.9935,27.198,,http://nomisma.org/id/alexander_iii,Aeolis,http://nomisma.org/id/ar,,,,323,319
Ünal (2009) no. 2,https://zenon.dainst.org/Record/000876128,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/B6ZGWJVS/library,Cyme ,,https://pleiades.stoa.org/places/550506,38.76019282,26.93831936,https://www.corpus-nummorum.eu/types/cn.cersobleptes_odrysian_thrace.1_ed.3,Cypsela,http://nomisma.org/id/cypsela,TRUE,40.930067,26.394999,,http://nomisma.org/id/cersobleptes_odrysian_thrace,Aeolis,http://nomisma.org/id/ae,,,,359,341
Ünal (2009) no. 3,https://zenon.dainst.org/Record/000876128,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/B6ZGWJVS/library,Cyme ,,https://pleiades.stoa.org/places/550506,38.76019282,26.93831936,https://corpus-nummorum.eu/parenttypes/295,Pergamum,http://nomisma.org/id/pergamum,,39.116667,27.183333,,,Aeolis,http://nomisma.org/id/ae,,,,80,10
Ünal (2009) no. 4,https://zenon.dainst.org/Record/000876128,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/B6ZGWJVS/library,Cyme ,,https://pleiades.stoa.org/places/550506,38.76019282,26.93831936,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_iia-c,Cyme,http://nomisma.org/id/cyme_aeolis,,38.761848,26.942154,,,Aeolis,http://nomisma.org/id/ae,,,,300,250
Ünal (2009) no. 5,https://zenon.dainst.org/Record/000876128,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/B6ZGWJVS/library,Cyme ,,https://pleiades.stoa.org/places/550506,38.76019282,26.93831936,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_iia-c,Cyme,http://nomisma.org/id/cyme_aeolis,,38.761848,26.942154,,,Aeolis,http://nomisma.org/id/ae,,,,300,250
Ünal (2009) no. 6,https://zenon.dainst.org/Record/000876128,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/B6ZGWJVS/library,Cyme ,,https://pleiades.stoa.org/places/550506,38.76019282,26.93831936,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_iia-c,Cyme,http://nomisma.org/id/cyme_aeolis,,38.761848,26.942154,,,Aeolis,http://nomisma.org/id/ae,,,,300,250
Ünal (2009) no. 7,https://zenon.dainst.org/Record/000876128,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/B6ZGWJVS/library,Cyme ,,https://pleiades.stoa.org/places/550506,38.76019282,26.93831936,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_iia-c,Cyme,http://nomisma.org/id/cyme_aeolis,,38.761848,26.942154,,,Aeolis,http://nomisma.org/id/ae,,,,300,250
Ünal (2009) no. 8,https://zenon.dainst.org/Record/000876128,,https://www.zotero.org/groups/5615864/change_project_site_finds_database/items/B6ZGWJVS/library,Cyme ,,https://pleiades.stoa.org/places/550506,38.76019282,26.93831936,https://greekcoinage.org/iris/id/cyme_aeolis_ashton_2014_iia-c,Cyme,http://nomisma.org/id/cyme_aeolis,,38.761848,26.942154,,,Aeolis,http://nomisma.org/id/ae,,,,300,250
